"","X.1","X","crime","number","date","location","beat","neighborhood","npu","lat","long"
"187",252519,252518,"LARCENY-NON VEHICLE",112588015,"09/15/2011","8700 SPINE RD ",703,"","",33.63846,-84.43967
"188",10046,10045,"BURGLARY-RESIDENCE",132951338,"10/22/2013","195 LINE RD SW",407,"Wilson Mill Meadows","H",33.74879,-84.5157
"189",191545,191544,"AUTO THEFT",151651359,"06/14/2015","4485 CAMPBELLTON RD SW",412,"","P",33.69635,-84.53496
"190",159887,159886,"LARCENY-FROM VEHICLE",121340842,"05/13/2012","265 PEACHTREE CENTER AVE NE",509,"Downtown","M",33.76158,-84.38496
"191",202353,202352,"AUTO THEFT",112112573,"07/31/2011","2023 SANDTOWN RD SW",409,"Adams Park","R",33.7198,-84.45355
"192",17968,17967,"LARCENY-FROM VEHICLE",162960983,"10/22/2016","528 LYNCH",505,"Marietta Street Artery","E",33.77689,-84.40807
"193",189338,189337,"AUTO THEFT",141590359,"06/08/2014","3030 CONTINENTAL COLONY PKWY SW",411,"Greenbriar","R",33.68066,-84.49371
"194",133371,133370,"LARCENY-FROM VEHICLE",100910554,"04/01/2010","1784 CHARLINE AVE NE",213,"Morningside/Lenox Park","F",33.80335,-84.34718
"195",6491,6490,"LARCENY-FROM VEHICLE",123040481,"10/30/2012","370 NORTHSIDE DR SW",101,"The Villages at Castleberry H","T",33.74481,-84.40779
"196",801,800,"LARCENY-FROM VEHICLE",102971381,"10/24/2010","222 PETERS ST SW",507,"Castleberry Hill","M",33.74824,-84.40041
"197",192985,192984,"LARCENY-NON VEHICLE",161802448,"06/28/2016","3393 PEACHTREE RD NE @LENOX MALL",210,"Lenox","B",33.84676,-84.36212
"198",73798,73797,"BURGLARY-RESIDENCE",123412690,"12/06/2012","1150 COLLIER RD NW",204,"Underwood Hills","D",33.81119,-84.42499
"199",163367,163366,"LARCENY-FROM VEHICLE",131272143,"05/07/2013","934 ARGONNE AVE NE",503,"Midtown","E",33.78011,-84.37784
"200",79173,79172,"LARCENY-FROM VEHICLE",143420893,"12/08/2014","2190 BUTNER RD SW",413,"Fairburn","P",33.69199,-84.5206
"201",67601,67600,"LARCENY-NON VEHICLE",103430653,"12/09/2010","3405 EMPIRE BLVD SW;",312,"Glenrose Heights","Z",33.66232,-84.3925
"202",242170,242169,"LARCENY-FROM VEHICLE",162392869,"08/26/2016","2841 GREENBRIAR PKWY SW @GREENBRIAR MALL",411,"Greenbriar","R",33.68677,-84.49773
"203",134642,134641,"BURGLARY-RESIDENCE",111081152,"04/18/2011","685 WYLIE ST SE",606,"Cabbagetown","N",33.75171,-84.36466
"204",213446,213445,"LARCENY-FROM VEHICLE",141952485,"07/14/2014","602 N HIGHLAND AVE NE @MANUELS",602,"Poncey-Highland","N",33.77079,-84.35262
"205",213723,213722,"LARCENY-NON VEHICLE",141921476,"07/11/2014","835 MARTIN L KING JR DR NW",102,"Vine City","L",33.75479,-84.41448
"206",236567,236566,"ROBBERY-PEDESTRIAN",142383149,"08/26/2014","31 FORSYTH ST SW ",511,"Downtown","M",33.7555,-84.39076
"207",47093,47092,"LARCENY-FROM VEHICLE",163061175,"11/01/2016","4403 NOBLE CREEK DR NW",204,"Cross Creek","C",33.81713,-84.42817
"208",141224,141223,"LARCENY-FROM VEHICLE",130960604,"04/06/2013","752 FREDERICA ST",602,"Virginia Highland","F",33.7752,-84.3557
"209",69950,69949,"LARCENY-NON VEHICLE",113500571,"12/16/2011","1139 EDEN AVE SE",607,"Ormewood Park","W",33.72989,-84.3504
"210",53362,53361,"BURGLARY-NONRES",140220272,"01/22/2014","3434 ROSWELL RD NW",206,"South Tuxedo Park","B",33.8473,-84.38315
"211",202732,202731,"AUTO THEFT",112081537,"07/27/2011","2040 DEKALB AVE NE",608,"Lake Claire","N",33.7625,-84.32071
"212",190393,190392,"LARCENY-FROM VEHICLE",151780233,"06/27/2015","674 SPRING ST NW",505,"Midtown","E",33.77308,-84.38924
"213",104859,104858,"AGG ASSAULT",160482380,"02/17/2016","1177 JOSEPH E BOONE BLVD NW",106,"Bankhead","K",33.7636,-84.42619
"214",210168,210167,"LARCENY-FROM VEHICLE",131992112,"07/18/2013","1404 WESTBORO DR SW",402,"Oakland City","S",33.73189,-84.43361
"215",247129,247128,"LARCENY-NON VEHICLE",92190750,"08/07/2009","2850 SPRINGDALE RD",311,"Hammond Park","X",33.67674,-84.41485
"216",65335,65334,"AUTO THEFT",93070684,"11/03/2009","2002 WARLICK PL NE",610,"Kirkwood","O",33.75696,-84.32193
"217",251387,251386,"ROBBERY-PEDESTRIAN",112692385,"09/26/2011","755 HANK AARON DRIVE",304,"Summerhill","V",33.73684,-84.38787
"218",115833,115832,"AGG ASSAULT",120900376,"03/30/2012","1355 JOSEPH E BOONE BLVD NW",106,"Bankhead","K",33.7638,-84.43212
"219",67108,67107,"LARCENY-FROM VEHICLE",103492642,"12/15/2010","2795 PEACHTREE RD NE",206,"Garden Hills","B",33.83103,-84.38578
"220",89099,89098,"BURGLARY-NONRES",90240671,"01/24/2009","714 LINDBERGH DR NE",211,"Lindbergh/Morosgo","B",33.82073,-84.36436
"221",234614,234613,"LARCENY-FROM VEHICLE",132290373,"08/17/2013","226 COURTLAND ST NE",509,"Downtown","M",33.76051,-84.38429
"222",10300,10299,"LARCENY-FROM VEHICLE",132920040,"10/19/2013","1000 NORTHSIDE DR NW",501,"Home Park","E",33.78196,-84.40835
"223",144905,144904,"LARCENY-NON VEHICLE",151101443,"04/20/2015","1104 MEMORIAL DR SE",606,"Reynoldstown","N",33.74743,-84.35141
"224",69747,69746,"AUTO THEFT",113521377,"12/18/2011","FREDERICA ST NE / GREENWOOD AVE NE",601,"Virginia Highland","F",33.7767,-84.35555
"225",130132,130131,"BURGLARY-RESIDENCE",90620939,"03/03/2009","914 COLLIER RD NW",205,"Wildwood (NPU-C)","C",33.80978,-84.41695
"226",54033,54032,"LARCENY-FROM VEHICLE",140142812,"01/14/2014","1231 GLENWOOD AVE SE",612,"East Atlanta","W",33.73984,-84.34733
"227",212436,212435,"LARCENY-FROM VEHICLE",142051871,"07/24/2014","220 4TH ST NE",505,"Midtown","E",33.77472,-84.38027
"228",168205,168204,"LARCENY-FROM VEHICLE",151321706,"05/12/2015","1495 CHATTAHOOCHEE AVE NW",204,"Underwood Hills","D",33.80887,-84.43622
"229",216059,216058,"RAPE",151970159,"07/16/2015","1956 MARKONE ST NW",107,"Grove Park","J",33.76962,-84.45096
"230",106130,106129,"LARCENY-FROM VEHICLE",170582481,"02/27/2017","655 SEMINOLE AVE NE ",602,"Poncey-Highland","N",33.77243,-84.35075
"231",210696,210695,"LARCENY-FROM VEHICLE",131930402,"07/12/2013","1562 GLENWOOD AVE SE",612,"East Atlanta","W",33.74025,-84.33652
"232",252156,252155,"AUTO THEFT",112621724,"09/19/2011","583 JOSEPH E. LOWERY ",103,"West End","T",33.73901,-84.41806
"233",153546,153545,"LARCENY-NON VEHICLE",101341075,"05/14/2010","268 ROY ST SW",302,"Pittsburgh","V",33.72399,-84.39686
"234",135994,135993,"BURGLARY-RESIDENCE",110951878,"04/05/2011","1700 STANTON RD SW",408,"","R",33.70907,-84.44364
"235",118691,118690,"BURGLARY-NONRES",130850396,"03/26/2013","349 EDGEWOOD AVE SE",604,"Sweet Auburn","M",33.75419,-84.37615
"236",30817,30816,"BURGLARY-RESIDENCE",103130866,"11/09/2010","1246 CALHOUN TER SW",104,"Mozley Park","K",33.74898,-84.42878
"237",224055,224054,"AUTO THEFT",102392007,"08/27/2010","1932 METROPOLITAN PKWY SW",306,"Sylvan Hills","X",33.70158,-84.4075
"238",40189,40188,"BURGLARY-RESIDENCE",143292169,"11/25/2014","3002 1ST AVE SW",311,"Hammond Park","X",33.67374,-84.40281
"239",4955,4954,"LARCENY-FROM VEHICLE",112880910,"10/15/2011","844 REGINA DR NW",109,"Center Hill","J",33.77648,-84.47302
"240",169557,169556,"AGG ASSAULT",161482949,"05/27/2016","3 CHARLESTON AVE SE",307,"Lakewood Heights","Y",33.70798,-84.37913
"241",12574,12573,"LARCENY-NON VEHICLE",142960980,"10/23/2014","1275 CAROLINE ST",609,"Edgewood","O",33.75674,-84.34619
"242",243815,243814,"LARCENY-FROM VEHICLE",162201319,"08/07/2016","199 TURMAN AVE SE",305,"Lakewood Heights","Y",33.70833,-84.3817
"243",137252,137251,"LARCENY-FROM VEHICLE",121121661,"04/21/2012","191 PEACHTREE ST",510,"Downtown","M",33.75879,-84.3864
"244",10023,10022,"AGG ASSAULT",132950338,"10/22/2013","3047 LYNN DR SW",406,"","I",33.73698,-84.48699
"245",148002,148001,"LARCENY-FROM VEHICLE",160981504,"04/07/2016","180 WALKER ST SW",507,"Castleberry Hill","M",33.74964,-84.40132
"246",161806,161805,"LARCENY-NON VEHICLE",131431444,"05/23/2013","3041 LANDRUM DR SW",409,"Southwest","R",33.70649,-84.48782
"247",228703,228702,"LARCENY-NON VEHICLE",112271271,"08/15/2011","1544 PIEDMONT AVE NE",213,"Piedmont Heights","F",33.79789,-84.37101
"248",71092,71091,"LARCENY-NON VEHICLE",113380042,"12/04/2011","265 PEACHTREE CENTER AVE NE",509,"Downtown","M",33.76158,-84.38496
"249",56866,56865,"LARCENY-NON VEHICLE",150111187,"01/11/2015","1778 ELLSWORTH INDUSTRIAL BLVD NW",204,"Underwood Hills","D",33.8036,-84.42744
"250",67594,67593,"AGG ASSAULT",103430546,"12/09/2010","1137 LIBERTY PKWY NW",204,"Bolton","D",33.81785,-84.44094
"251",160689,160688,"LARCENY-NON VEHICLE",121250924,"05/04/2012","2889 MEMORIAL DR.",611,"East Lake","O",33.7448,-84.29099
"252",265796,265795,"LARCENY-FROM VEHICLE",162643244,"09/20/2016","3800 PRINCETON LAKES PKWY SW",414,"Princeton Lakes","P",33.65635,-84.51327
"253",248173,248172,"BURGLARY-RESIDENCE",102711801,"09/28/2010","433 HIGHLAND AVE NE",604,"Old Fourth Ward","M",33.76128,-84.37323
"254",200807,200806,"BURGLARY-RESIDENCE",101952301,"07/14/2010","2115 PIEDMONT RD NE",212,"Morningside/Lenox Park","F",33.81274,-84.36659
"255",193457,193456,"LARCENY-FROM VEHICLE",161742476,"06/22/2016","500 10TH ST",502,"","E",33.78223,-84.36922
"256",237353,237352,"LARCENY-NON VEHICLE",142301153,"08/18/2014","300 PETERS ST SW",507,"Castleberry Hill","M",33.74651,-84.40219
"257",153718,153717,"ROBBERY-PEDESTRIAN",101320221,"05/12/2010","50 ALABAMA ST SW;",511,"Downtown","M",33.75194,-84.38964
"258",200068,200067,"BURGLARY-RESIDENCE",102021102,"07/21/2010","751 PRINCE PL NW",109,"Center Hill","J",33.77591,-84.46656
"259",228243,228242,"AUTO THEFT",112310853,"08/19/2011","105 PEACHTREE MEMORIAL DR NW",205,"","C",33.81731,-84.39315
"260",91428,91427,"AUTO THEFT",90040639,"01/04/2009","375 RALPH MCGILL BLVD NE",604,"Old Fourth Ward","M",33.76368,-84.37587
"261",43998,43997,"LARCENY-NON VEHICLE",153152197,"11/11/2015","609 VIRGINIA AVE NE",601,"Virginia Highland","F",33.78138,-84.36691
"262",190114,190113,"AUTO THEFT",151800684,"06/29/2015","565 WELLS ST SW",303,"Mechanicsville","V",33.74005,-84.40649
"263",9803,9802,"LARCENY-FROM VEHICLE",132981377,"10/25/2013","224 PONCE DE LEON AVE NE",505,"Midtown","E",33.77258,-84.38026
"264",205431,205430,"ROBBERY-PEDESTRIAN",111832481,"07/02/2011","39 W LAKE AVE NW",105,"West Lake","J",33.75634,-84.44415
"265",134541,134540,"LARCENY-FROM VEHICLE",111091342,"04/19/2011","800 CHEROKEE AVE SE @ZOO",605,"Grant Park","W",33.7338,-84.37184
"266",164200,164199,"AUTO THEFT",141491811,"05/29/2014","2025 DONALD LEE HOLLOWELL PKWY NW",110,"Grove Park","J",33.77714,-84.45116
"267",258658,258657,"AGG ASSAULT",132532379,"09/10/2013","765 MCDANIEL ST SW",302,"Pittsburgh","V",33.73365,-84.40221
"268",197149,197148,"LARCENY-FROM VEHICLE",91651893,"06/14/2009","207 HOWARD ST NE",610,"Kirkwood","O",33.75841,-84.32282
"269",106411,106410,"ROBBERY-PEDESTRIAN",170532948,"02/22/2017","2560 BROWNS MILL RD SE",312,"Rosedale Heights","Z",33.68386,-84.38106
"270",232652,232651,"LARCENY-NON VEHICLE",122140819,"08/06/2012","1572 HARDEE ST NE",609,"Edgewood","O",33.75546,-84.33644
"271",34033,34032,"LARCENY-FROM VEHICLE",113111833,"11/07/2011","329  MARIETTA ST NW",508,"Downtown","M",33.7623,-84.39643
"272",163500,163499,"LARCENY-FROM VEHICLE",131262477,"05/06/2013","655 HIGHLAND AVE NE",604,"Old Fourth Ward","M",33.76094,-84.36599
"273",182350,182349,"AGG ASSAULT",121720074,"06/20/2012","757 CLEVELAND AVE SW",309,"Perkerson","X",33.68232,-84.41417
"274",90267,90266,"LARCENY-NON VEHICLE",90131935,"01/13/2009","1275 CAROLINE ST NE",609,"Edgewood","O",33.75674,-84.34619
"275",135080,135079,"LARCENY-NON VEHICLE",111041064,"04/14/2011","670 METROPOLITAN PKWY SW",302,"Pittsburgh","V",33.73761,-84.4078
"276",73152,73151,"LARCENY-FROM VEHICLE",123480444,"12/13/2012","341 SPRING ST NW",508,"Downtown","M",33.76381,-84.38888
"277",228143,228142,"BURGLARY-RESIDENCE",112321390,"08/20/2011","2903 3RD AVE SW",311,"Hammond Park","X",33.67624,-84.40549
"278",255178,255177,"LARCENY-NON VEHICLE",122601319,"09/16/2012","595 PIEDMONT AVE NE",603,"Old Fourth Ward","M",33.77067,-84.38023
"279",49642,49641,"BURGLARY-RESIDENCE",120031579,"01/03/2012","499 NORTHSIDE CIR NW",207,"Loring Heights","E",33.79742,-84.40671
"280",83230,83229,"AUTO THEFT",163552245,"12/20/2016","1700 NORTHSIDE DR NW",207,"Berkeley Park","D",33.80121,-84.40791
"281",185235,185234,"BURGLARY-NONRES",131720524,"06/21/2013","349 EDGEWOOD AVE SE",604,"Sweet Auburn","M",33.75419,-84.37615
"282",50572,50571,"ROBBERY-PEDESTRIAN",130240017,"01/24/2013","658 EMILY PL NW",107,"Grove Park","J",33.7729,-84.45253
"283",204354,204353,"LARCENY-FROM VEHICLE",111930125,"07/12/2011","2591 PIEDMONT RD NE",211,"Lindbergh/Morosgo","B",33.82494,-84.36684
"284",156499,156498,"AGG ASSAULT",111351651,"05/15/2011","2800 MARTIN L KING JR DR SW",405,"Harland Terrace","I",33.75431,-84.4793
"285",74970,74969,"AUTO THEFT",133571375,"12/23/2013","490 GLENN ST",303,"Mechanicsville","V",33.73805,-84.40262
"286",151093,151092,"AUTO THEFT",90960665,"04/06/2009","174 GEORGIA AVE SE",304,"Summerhill","V",33.73724,-84.38221
"287",240273,240272,"ROBBERY-PEDESTRIAN",152293090,"08/17/2015","874 JUNIPER ST NE",505,"Midtown","E",33.77863,-84.38282
"288",266761,266760,"LARCENY-FROM VEHICLE",162540475,"09/10/2016","1762 CAHOON ST SW",306,"Sylvan Hills","X",33.70811,-84.41096
"289",173862,173861,"BURGLARY-RESIDENCE",91321575,"05/12/2009","710 BELLEMEADE AVE NW",207,"Berkeley Park","D",33.80009,-84.41144
"290",240406,240405,"AUTO THEFT",152271438,"08/15/2015","2244 METROPOLITAN PKWY SW @BISHOP BROS",309,"Perkerson","X",33.6929,-84.4067
"291",152879,152878,"LARCENY-FROM VEHICLE",101401149,"05/20/2010","1560 METROPOLITAN",306,"Sylvan Hills","X",33.71194,-84.40422
"292",79202,79201,"LARCENY-FROM VEHICLE",143412155,"12/07/2014","798 DIXIE AVE NE",602,"Inman Park","N",33.75681,-84.36119
"293",115223,115222,"LARCENY-NON VEHICLE",110661556,"03/07/2011","2287 BAGWELL DR SW",310,"Polar Rock","Z",33.69172,-84.39853
"294",159911,159910,"LARCENY-NON VEHICLE",121341349,"05/13/2012","3167 PEACHTREE RD NE",206,"Buckhead Village","B",33.84031,-84.37588
"295",203146,203145,"AGG ASSAULT",112040325,"07/23/2011","2155 LANG DR SW",310,"Polar Rock","Z",33.69557,-84.39257
"296",43682,43681,"LARCENY-FROM VEHICLE",153191272,"11/15/2015","727 FLAMINGO DR SW",406,"Audobon Forest","I",33.73472,-84.47017
"297",93878,93877,"BURGLARY-RESIDENCE",110591349,"02/28/2011","188 DEARBORN ST SE",610,"Kirkwood","O",33.74806,-84.32705
"298",67354,67353,"AUTO THEFT",103460961,"12/12/2010","1080 KATHERWOOD DR SW",306,"Sylvan Hills","X",33.70977,-84.42352
"299",53953,53952,"LARCENY-FROM VEHICLE",140151382,"01/15/2014","766 JEFFERSON ST NW",103,"English Avenue","L",33.77599,-84.41226
"300",193950,193949,"LARCENY-NON VEHICLE",161682017,"06/16/2016","480 PEACHTREE HILLS AVE NE",211,"Peachtree Hills","B",33.81948,-84.37347
"301",47754,47753,"LARCENY-FROM VEHICLE",120231326,"01/23/2012","981 HOWELL MILL RD NW",501,"Home Park","E",33.78177,-84.41058
"302",211159,211158,"AUTO THEFT",131891143,"07/08/2013","1749 BEECHER ST SW",404,"Westview","T",33.73387,-84.44497
"303",206864,206863,"LARCENY-NON VEHICLE",122021607,"07/20/2012","3393 PEACHTREE RD NE @LENOX MALL",210,"Lenox","B",33.84676,-84.36212
"304",125622,125621,"LARCENY-NON VEHICLE",160850031,"03/25/2016","1035 HUBBARD ST SW",302,"Pittsburgh","V",33.72663,-84.40261
"305",159422,159421,"LARCENY-FROM VEHICLE",121391624,"05/18/2012","1625 SYLVAN RD SW",306,"Sylvan Hills","X",33.71054,-84.41846
"306",77312,77311,"AGG ASSAULT",143610223,"12/27/2014","24 VANIRA AVE SE",304,"Peoplestown","V",33.7297,-84.38701
"307",237861,237860,"LARCENY-NON VEHICLE",142241681,"08/12/2014","3393 PEACHTREE RD NE",210,"Lenox","B",33.84676,-84.36212
"308",71686,71685,"LARCENY-FROM VEHICLE",123640715,"12/29/2012","480 LAKESHORE DR NE",608,"Lake Claire","N",33.76735,-84.32535
"309",15536,15535,"LARCENY-FROM VEHICLE",152941203,"10/21/2015","871 WHITE ST SW",401,"West End","T",33.73244,-84.41635
"310",109250,109249,"LARCENY-NON VEHICLE",90441361,"02/13/2009","3393 PEACHTREE RD NE",210,"Lenox","B",33.84676,-84.36212
"311",238718,238717,"LARCENY-FROM VEHICLE",142142200,"08/02/2014","1101 BLUE RIDGE AVE NE",602,"Poncey-Highland","N",33.77218,-84.35163
"312",192002,192001,"AGG ASSAULT",151602000,"06/09/2015","4075 PACES FERRY RD NW",201,"Paces","A",33.861,-84.45166
"313",44796,44795,"BURGLARY-RESIDENCE",153062137,"11/02/2015","647 ETHERIDGE ST NW",106,"Bankhead","K",33.77242,-84.42098
"314",260705,260704,"BURGLARY-RESIDENCE",142612971,"09/18/2014","450 PIEDMONT AVE NE",509,"Downtown","M",33.76657,-84.38214
"315",258452,258451,"AUTO THEFT",132551838,"09/12/2013","943 VIOLET ST SE",304,"Peoplestown","V",33.72873,-84.38435
"316",68664,68663,"BURGLARY-RESIDENCE",113640055,"12/30/2011","1064 HUBBARD ST SW",302,"Pittsburgh","V",33.72582,-84.4022
"317",105125,105124,"LARCENY-FROM VEHICLE",160442737,"02/13/2016","329 MARIETTA ST NW",508,"Downtown","M",33.7623,-84.39643
"318",187183,187182,"LARCENY-NON VEHICLE",131521993,"06/01/2013","483 EDGEWOOD AVE SE",604,"Old Fourth Ward","M",33.75411,-84.37179
"319",154106,154105,"AGG ASSAULT",101281314,"05/08/2010","CHATTAHOOCHEE AVE NW / MARIETTA BLVD NW",204,"Underwood Hills","D",33.80887,-84.43622
"320",247080,247079,"LARCENY-FROM VEHICLE",92192195,"08/07/2009","800 W MARIETTA ST NW",103,"English Avenue","L",33.78022,-84.41514
"321",17746,17745,"LARCENY-FROM VEHICLE",162991934,"10/25/2016","685 11TH ST NW",501,"Home Park","E",33.78332,-84.40974
"322",160760,160759,"LARCENY-FROM VEHICLE",121250771,"05/04/2012","1201 BEECHVIEW DR SE",607,"East Atlanta","W",33.72613,-84.34875
"323",41622,41621,"LARCENY-NON VEHICLE",143131349,"11/09/2014","3227 ROSWELL RD NE",208,"Buckhead Forest","B",33.84314,-84.37867
"324",118270,118269,"LARCENY-FROM VEHICLE",130900964,"03/31/2013","501 10TH ST",502,"Midtown","E",33.78177,-84.37279
"325",7161,7160,"LARCENY-NON VEHICLE",122971040,"10/23/2012","515 FULTON ST SW",303,"Mechanicsville","V",33.741,-84.40447
"326",45352,45351,"LARCENY-NON VEHICLE",163300814,"11/25/2016","1073 PIEDMONT AVE NE @PIEDMONT PARK",502,"Midtown","E",33.78381,-84.37904
"327",46602,46601,"AUTO THEFT",163121817,"11/07/2016","925 CANTERBURY RD NE",210,"Pine Hills","B",33.8278,-84.3563
"328",222541,222540,"BURGLARY-RESIDENCE",91910059,"07/10/2009","814 MAGNOLIA WAY NW",102,"Vine City","L",33.75805,-84.41419
"329",14703,14702,"LARCENY-FROM VEHICLE",153032995,"10/30/2015","965 SELLS AVE SW",104,"Harris Chiles","T",33.74601,-84.42093
"330",38417,38416,"AUTO THEFT",133210859,"11/17/2013","177 MOURY AVE SW",305,"The Villages at Carver","Y",33.71348,-84.39052
"331",156896,156895,"LARCENY-NON VEHICLE",111310590,"05/11/2011","1903 DREW DR NW",110,"West Highlands","G",33.79214,-84.44947
"332",219072,219071,"LARCENY-NON VEHICLE",161942027,"07/12/2016","645 CASCADE AVE SW",404,"Westview","T",33.73783,-84.43553
"333",253128,253127,"LARCENY-FROM VEHICLE",112510558,"09/08/2011","180 JACKSON ST NE",604,"Sweet Auburn","M",33.7593,-84.37579
"334",121341,121340,"LARCENY-FROM VEHICLE",140822364,"03/23/2014","2095 OLD GEORGIAN TER NW",203,"Whittier Mill Village","D",33.81236,-84.48115
"335",146077,146076,"LARCENY-FROM VEHICLE",150941506,"04/04/2015","710 PEACHTREE ST NE @HOWELL HOUSE",505,"Midtown","E",33.77407,-84.38526
"336",110364,110363,"AGG ASSAULT",90331735,"02/02/2009","10 NORTHSIDE DR NW",102,"Vine City","L",33.75483,-84.40322
"337",247439,247438,"BURGLARY-NONRES",92162254,"08/04/2009","80 JOSEPH E LOWERY BLVD NW",105,"Washington Park","K",33.75722,-84.41827
"338",200321,200320,"LARCENY-NON VEHICLE",102000820,"07/19/2010","1657 ALVARADO TER SW",404,"Westview","T",33.73505,-84.44184
"339",265839,265838,"LARCENY-NON VEHICLE",162632555,"09/19/2016","400 17TH ST NW",501,"Atlantic Station","E",33.78959,-84.40165
"340",164688,164687,"BURGLARY-RESIDENCE",141431614,"05/23/2014","171 BEVERLY RD NE",502,"Ansley Park","E",33.79649,-84.38167
"341",30191,30190,"AUTO THEFT",102810559,"11/15/2010","3500 PEACHTREE RD",207,"Loring Heights","E",33.79724,-84.40668
"342",181929,181928,"LARCENY-FROM VEHICLE",121761362,"06/24/2012","860 PEACHTREE ST NE",505,"Midtown","E",33.77813,-84.38445
"343",250458,250457,"BURGLARY-RESIDENCE",102481285,"09/05/2010","630 SMITH ST SW",303,"Mechanicsville","V",33.73776,-84.40062
"344",109479,109478,"BURGLARY-RESIDENCE",90410157,"02/10/2009","3535 PEACHTREE RD",210,"Lenox","B",33.85182,-84.3595
"345",18950,18949,"LARCENY-NON VEHICLE",162851657,"10/11/2016","265 PEACHTREE CENTER AVE NE",509,"Downtown","M",33.76158,-84.38496
"346",125757,125756,"LARCENY-FROM VEHICLE",160831117,"03/23/2016","561 ELMWOOD RD NW",107,"Grove Park","J",33.77033,-84.43853
"347",53055,53054,"LARCENY-NON VEHICLE",140260371,"01/26/2014","165 COURTLAND ST NE",510,"Downtown","M",33.75892,-84.3841
"348",184761,184760,"AUTO THEFT",131770463,"06/26/2013","1400 ERIC ST SE",305,"Chosewood Park","Y",33.71614,-84.37449
"349",257716,257715,"LARCENY-FROM VEHICLE",132630640,"09/20/2013","373 LEGACY DR SW",104,"Harris Chiles","T",33.74387,-84.41937
"350",77491,77490,"LARCENY-FROM VEHICLE",143590578,"12/25/2014","360 MARIETTA ST",507,"Downtown","M",33.76269,-84.39702
"351",208973,208972,"AUTO THEFT",132101164,"07/29/2013","466 EDGEWOOD AVE SE",604,"Old Fourth Ward","M",33.76139,-84.37428
"352",128933,128932,"BURGLARY-RESIDENCE",90750759,"03/16/2009","2770 DALE CREEK DR NW",112,"Collier Heights","I",33.76508,-84.47826
"353",105325,105324,"LARCENY-NON VEHICLE",160400092,"02/09/2016","2685 METROPOLITAN PKWY SW",309,"Perkerson","X",33.68274,-84.40902
"354",208155,208154,"AGG ASSAULT",121891331,"07/07/2012","2255 LENOX RD NE",213,"Lindridge/Martin Manor","F",33.81631,-84.35188
"355",88668,88667,"LARCENY-NON VEHICLE",90281016,"01/28/2009","3050 MARTIN L KING JR DR SW",405,"Harland Terrace","I",33.75177,-84.4857
